model,task,pass@1_value
WizardCoder_I,DiscountStrategy,0.0
WizardCoder_I,DocFileHandler,0.0
WizardCoder_I,EightPuzzle,0.0
WizardCoder_I,EmailClient,0.0
WizardCoder_I,EncryptionUtils,0.0
WizardCoder_I,ExcelProcessor,0.0
WizardCoder_I,ExpressionCalculator,0.0
WizardCoder_I,FitnessTracker,0.0
WizardCoder_I,GomokuGame,0.0
WizardCoder_I,Hotel,1.0
WizardCoder_I,HRManagementSystem,0.0
WizardCoder_I,HtmlUtil,0.0
WizardCoder_I,ImageProcessor,0.0
WizardCoder_I,Interpolation,0.0
WizardCoder_I,IPAddress,0.0
WizardCoder_I,IpUtil,0.0
WizardCoder_I,JobMarketplace,0.0
WizardCoder_I,JSONProcessor,0.0
WizardCoder_I,KappaCalculator,0.0
WizardCoder_I,Lemmatization,0.0
WizardCoder_I,LongestWord,0.0
WizardCoder_I,MahjongConnect,0.0
WizardCoder_I,Manacher,0.0
WizardCoder_I,MetricsCalculator,0.0
WizardCoder_I,MetricsCalculator2,0.0
WizardCoder_I,MinesweeperGame,0.0
WizardCoder_I,MovieBookingSystem,0.0
WizardCoder_I,MovieTicketDB,1.0
WizardCoder_I,MusicPlayer,1.0
WizardCoder_I,NLPDataProcessor,0.0
WizardCoder_I,NLPDataProcessor2,0.0
WizardCoder_I,NumberConverter,0.0
WizardCoder_I,NumberWordFormatter,0.0
WizardCoder_I,NumericEntityUnescaper,0.0
WizardCoder_I,Order,0.0
WizardCoder_I,PageUtil,0.0
WizardCoder_I,PDFHandler,0.0
WizardCoder_I,PersonRequest,0.0
WizardCoder_I,PushBoxGame,0.0
WizardCoder_I,RegexUtils,0.0
WizardCoder_I,RPGCharacter,0.0
WizardCoder_I,Server,0.0
WizardCoder_I,ShoppingCart,0.0
WizardCoder_I,SignInSystem,0.0
WizardCoder_I,Snake,0.0
WizardCoder_I,SplitSentence,0.0
WizardCoder_I,SQLGenerator,0.0
WizardCoder_I,SQLQueryBuilder,0.0
WizardCoder_I,Statistics3,0.0
WizardCoder_I,StockPortfolioTracker,0.0
WizardCoder_I,StudentDatabaseProcessor,0.0
WizardCoder_I,TextFileProcessor,0.0
WizardCoder_I,Thermostat,0.0
WizardCoder_I,TicTacToe,0.0
WizardCoder_I,TimeUtils,0.0
WizardCoder_I,TriCalculator,0.0
WizardCoder_I,TwentyFourPointGame,0.0
WizardCoder_I,URLHandler,0.0
WizardCoder_I,UrlPath,0.0
WizardCoder_I,UserLoginDB,0.0
WizardCoder_I,VectorUtil,0.0
WizardCoder_I,VendingMachine,0.0
WizardCoder_I,Warehouse,0.0
WizardCoder_I,WeatherSystem,0.0
WizardCoder_I,Words2Numbers,0.0
WizardCoder_I,XMLProcessor,0.0
WizardCoder_I,ZipFileProcessor,0.0
